T_s,T_over_P,safe,cond_phi_rv,dv1_m_s,dv2_m_s,dv_total_m_s,closure_error_m
2776.837636,0.50000459,True,3.776003e+05,1176.470619,1176.470619,2352.941238,0.000e+00
2776.838136,0.50000468,True,3.703389e+05,1153.846185,1153.846185,2307.692370,3.553e-15
2776.838636,0.50000477,True,3.633515e+05,1132.075503,1132.075504,2264.151007,0.000e+00
2776.839136,0.50000486,True,3.566229e+05,1111.111143,1111.111144,2222.222287,1.137e-13
2776.839636,0.50000495,True,3.501389e+05,1090.909124,1090.909124,2181.818248,1.137e-13
2776.840136,0.50000504,True,3.438866e+05,1071.428605,1071.428605,2142.857210,8.674e-19
2776.840636,0.50000513,True,3.378536e+05,1052.631613,1052.631613,2105.263226,1.137e-13
2776.841136,0.50000522,True,3.320286e+05,1034.482793,1034.482794,2068.965587,1.735e-18
2776.841636,0.50000531,True,3.264011e+05,1016.949188,1016.949188,2033.898376,1.137e-13
2776.842136,0.50000540,True,3.209612e+05,1000.000036,1000.000036,2000.000072,1.137e-13
2776.842636,0.50000549,True,3.156996e+05,983.606594,983.606594,1967.213188,1.137e-13
2776.843136,0.50000558,True,3.106078e+05,967.741972,967.741973,1935.483945,1.137e-13
2776.843636,0.50000567,True,3.056776e+05,952.380990,952.380990,1904.761980,1.137e-13
2776.844136,0.50000576,True,3.009015e+05,937.500038,937.500039,1875.000077,1.735e-18
2776.844636,0.50000585,True,2.962723e+05,923.076962,923.076962,1846.153924,0.000e+00
2776.845136,0.50000594,True,2.917835e+05,909.090948,909.090949,1818.181897,1.137e-13
2776.845636,0.50000603,True,2.874286e+05,895.522428,895.522429,1791.044857,0.000e+00
2776.846136,0.50000612,True,2.832018e+05,882.352982,882.352982,1764.705964,1.137e-13
2776.846636,0.50000621,True,2.790975e+05,869.565258,869.565259,1739.130518,1.137e-13
2776.847136,0.50000630,True,2.751105e+05,857.142899,857.142899,1714.285798,1.137e-13
2776.847636,0.50000639,True,2.712358e+05,845.070465,845.070465,1690.140930,0.000e+00
2776.848136,0.50000648,True,2.674687e+05,833.333376,833.333377,1666.666753,0.000e+00
2776.848636,0.50000657,True,2.638048e+05,821.917852,821.917852,1643.835704,1.137e-13
2776.849136,0.50000666,True,2.602400e+05,810.810855,810.810856,1621.621710,1.137e-13
2776.849636,0.50000675,True,2.567702e+05,800.000045,800.000045,1600.000090,1.137e-13
2776.850136,0.50000684,True,2.533917e+05,789.473729,789.473730,1578.947460,1.735e-18
2776.850636,0.50000693,True,2.501010e+05,779.220825,779.220826,1558.441651,0.000e+00
2776.851136,0.50000702,True,2.468946e+05,769.230816,769.230816,1538.461632,1.137e-13
2776.851636,0.50000711,True,2.437695e+05,759.493718,759.493719,1518.987437,1.137e-13
2776.852136,0.50000720,True,2.407224e+05,750.000048,750.000048,1500.000096,3.553e-15
2776.852636,0.50000729,True,2.377506e+05,740.740789,740.740790,1481.481579,3.553e-15
2776.853136,0.50000738,True,2.348513e+05,731.707366,731.707367,1463.414733,1.137e-13
2776.853636,0.50000747,True,2.320218e+05,722.891616,722.891616,1445.783232,1.137e-13
2776.854136,0.50000756,True,2.292597e+05,714.285764,714.285765,1428.571529,1.735e-18
2776.854636,0.50000765,True,2.265626e+05,705.882404,705.882404,1411.764808,3.553e-15
2776.855136,0.50000774,True,2.239282e+05,697.674470,697.674471,1395.348940,1.137e-13
2776.855636,0.50000783,True,2.213544e+05,689.655224,689.655225,1379.310449,1.735e-18
2776.856136,0.50000792,True,2.188391e+05,681.818234,681.818235,1363.636469,1.137e-13
2776.856636,0.50000801,True,2.163803e+05,674.157356,674.157357,1348.314714,1.137e-13
2776.857136,0.50000810,True,2.139761e+05,666.666720,666.666721,1333.333441,1.137e-13
2776.857636,0.50000819,True,2.116248e+05,659.340714,659.340714,1318.681428,3.553e-15
2776.858136,0.50000828,True,2.093246e+05,652.173968,652.173969,1304.347936,0.000e+00
2776.858636,0.50000837,True,2.070739e+05,645.161346,645.161347,1290.322692,1.137e-13
2776.859136,0.50000846,True,2.048710e+05,638.297928,638.297929,1276.595857,1.137e-13
2776.859636,0.50000855,True,2.027146e+05,631.579004,631.579005,1263.158009,1.735e-18
2776.860136,0.50000864,True,2.006030e+05,625.000057,625.000058,1250.000115,3.553e-15
2776.860636,0.50000873,True,1.985350e+05,618.556759,618.556760,1237.113518,3.553e-15
2776.861136,0.50000882,True,1.965092e+05,612.244956,612.244957,1224.489914,1.137e-13
2776.861636,0.50000891,True,1.945243e+05,606.060665,606.060666,1212.121331,3.553e-15
2776.862136,0.50000900,True,1.925791e+05,600.000060,600.000060,1200.000120,1.137e-13
2780.000000,0.50057402,True,3.026465e+03,9.414467,9.414528,18.828995,0.000e+00
2785.000000,0.50147433,True,1.182032e+03,3.673587,3.673744,7.347332,4.441e-16
2790.000000,0.50237464,True,7.361899e+02,2.290191,2.290442,4.580633,3.662e-15
2795.000000,0.50327495,True,5.354849e+02,1.670447,1.670792,3.341239,0.000e+00
2800.000000,0.50417527,True,4.213402e+02,1.320266,1.320703,2.640969,3.553e-15
2805.000000,0.50507558,True,3.476932e+02,1.096121,1.096646,2.192766,1.137e-13
2810.000000,0.50597589,True,2.962402e+02,0.940971,0.941583,1.882555,1.137e-13
2815.000000,0.50687621,True,2.582635e+02,0.827650,0.828346,1.655996,3.553e-15
2820.000000,0.50777652,True,2.290824e+02,0.741568,0.742344,1.483912,3.972e-15
2825.000000,0.50867683,True,2.059592e+02,0.674190,0.675044,1.349234,1.138e-13
2830.000000,0.50957714,True,1.871853e+02,0.620192,0.621120,1.241312,1.138e-13
2835.000000,0.51047746,True,1.716396e+02,0.576079,0.577078,1.153158,1.137e-13
2840.000000,0.51137777,True,1.585558e+02,0.539465,0.540532,1.079997,3.553e-15
2845.000000,0.51227808,True,1.473922e+02,0.508663,0.509794,1.018457,1.137e-13
2850.000000,0.51317840,True,1.377554e+02,0.482450,0.483642,0.966092,1.137e-13
2855.000000,0.51407871,True,1.293525e+02,0.459916,0.461167,0.921082,0.000e+00
2860.000000,0.51497902,True,1.219609e+02,0.440372,0.441678,0.882050,0.000e+00
2865.000000,0.51587934,True,1.154087e+02,0.423286,0.424645,0.847931,7.944e-15
2870.000000,0.51677965,True,1.095608e+02,0.408242,0.409651,0.817893,0.000e+00
2875.000000,0.51767996,True,1.043095e+02,0.394910,0.396366,0.791277,0.000e+00
2880.000000,0.51858027,True,9.956812e+01,0.383025,0.384526,0.767552,1.140e-13
2885.000000,0.51948059,True,9.526602e+01,0.372372,0.373916,0.746287,7.944e-15
2890.000000,0.52038090,True,9.134495e+01,0.362774,0.364358,0.727133,1.137e-13
2895.000000,0.52128121,True,8.775658e+01,0.354087,0.355710,0.709796,3.553e-15
2900.000000,0.52218153,True,8.446038e+01,0.346188,0.347848,0.694036,1.066e-14
2905.000000,0.52308184,True,8.142217e+01,0.338978,0.340673,0.679651,0.000e+00
2910.000000,0.52398215,True,7.861291e+01,0.332370,0.334098,0.666468,7.105e-15
2915.000000,0.52488247,True,7.600774e+01,0.326292,0.328052,0.654344,0.000e+00
2920.000000,0.52578278,True,7.358529e+01,0.320681,0.322472,0.643154,1.139e-13
2925.000000,0.52668309,True,7.132707e+01,0.315486,0.317306,0.632792,0.000e+00
2930.000000,0.52758340,True,6.921700e+01,0.310659,0.312508,0.623167,1.421e-14
2935.000000,0.52848372,True,6.724104e+01,0.306162,0.308038,0.614200,3.553e-15
2940.000000,0.52938403,True,6.538687e+01,0.301961,0.303862,0.605823,0.000e+00
2945.000000,0.53028434,True,6.364361e+01,0.298024,0.299951,0.597975,0.000e+00
2950.000000,0.53118466,True,6.200168e+01,0.294326,0.296277,0.590603,2.275e-13
2955.000000,0.53208497,True,6.045255e+01,0.290845,0.292818,0.583663,0.000e+00
2960.000000,0.53298528,True,5.898862e+01,0.287558,0.289555,0.577113,3.553e-15
2965.000000,0.53388560,True,5.760310e+01,0.284450,0.286468,0.570917,7.105e-15
2970.000000,0.53478591,True,5.628991e+01,0.281503,0.283542,0.565045,1.139e-13
2975.000000,0.53568622,True,5.504358e+01,0.278703,0.280762,0.559466,0.000e+00
2980.000000,0.53658653,True,5.385917e+01,0.276039,0.278118,0.554156,0.000e+00
2985.000000,0.53748685,True,5.273223e+01,0.273498,0.275596,0.549093,0.000e+00
2990.000000,0.53838716,True,5.165871e+01,0.271070,0.273187,0.544257,0.000e+00
2995.000000,0.53928747,True,5.063496e+01,0.268747,0.270881,0.539628,0.000e+00
3000.000000,0.54018779,True,4.965762e+01,0.266520,0.268672,0.535192,1.140e-13
3005.000000,0.54108810,True,4.872364e+01,0.264381,0.266551,0.530932,7.944e-15
3010.000000,0.54198841,True,4.783025e+01,0.262325,0.264512,0.526837,1.139e-13
3015.000000,0.54288873,True,4.697489e+01,0.260345,0.262548,0.522893,1.137e-13
3020.000000,0.54378904,True,4.615521e+01,0.258435,0.260655,0.519090,0.000e+00
3025.000000,0.54468935,True,4.536906e+01,0.256592,0.258827,0.515418,7.105e-15
3030.000000,0.54558966,True,4.461446e+01,0.254809,0.257059,0.511868,7.105e-15
3035.000000,0.54648998,True,4.388958e+01,0.253083,0.255349,0.508432,7.105e-15
3040.000000,0.54739029,True,4.319273e+01,0.251411,0.253691,0.505102,0.000e+00
3045.000000,0.54829060,True,4.252234e+01,0.249788,0.252083,0.501871,2.274e-13
3050.000000,0.54919092,True,4.187696e+01,0.248211,0.250521,0.498733,7.105e-15
3055.000000,0.55009123,True,4.125525e+01,0.246679,0.249003,0.495681,1.137e-13
3060.000000,0.55099154,True,4.065595e+01,0.245187,0.247525,0.492712,0.000e+00
3065.000000,0.55189185,True,4.007791e+01,0.243734,0.246086,0.489819,1.421e-14
3070.000000,0.55279217,True,3.952003e+01,0.242317,0.244682,0.486999,0.000e+00
3075.000000,0.55369248,True,3.898130e+01,0.240934,0.243313,0.484247,1.146e-13
3080.000000,0.55459279,True,3.846079e+01,0.239583,0.241975,0.481558,3.553e-15
3085.000000,0.55549311,True,3.795760e+01,0.238263,0.240668,0.478931,1.421e-14
3090.000000,0.55639342,True,3.747091e+01,0.236971,0.239390,0.476361,1.421e-14
3095.000000,0.55729373,True,3.699995e+01,0.235707,0.238138,0.473845,1.146e-13
3100.000000,0.55819405,True,3.654398e+01,0.234468,0.236912,0.471381,1.421e-14
3105.000000,0.55909436,True,3.610233e+01,0.233254,0.235711,0.468965,1.146e-13
3110.000000,0.55999467,True,3.567434e+01,0.232063,0.234532,0.466595,2.274e-13
3115.000000,0.56089498,True,3.525943e+01,0.230894,0.233376,0.464270,3.553e-15
3120.000000,0.56179530,True,3.485701e+01,0.229746,0.232240,0.461986,0.000e+00
3125.000000,0.56269561,True,3.446656e+01,0.228618,0.231124,0.459743,0.000e+00
3130.000000,0.56359592,True,3.408756e+01,0.227509,0.230027,0.457537,1.421e-14
3135.000000,0.56449624,True,3.371955e+01,0.226419,0.228948,0.455367,3.553e-15
3140.000000,0.56539655,True,3.336206e+01,0.225345,0.227887,0.453232,1.137e-13
3145.000000,0.56629686,True,3.301468e+01,0.224288,0.226842,0.451130,1.146e-13
3150.000000,0.56719718,True,3.267700e+01,0.223247,0.225813,0.449060,0.000e+00
3155.000000,0.56809749,True,3.234863e+01,0.222221,0.224798,0.447020,1.421e-14
3160.000000,0.56899780,True,3.202922e+01,0.221210,0.223799,0.445009,1.146e-13
3165.000000,0.56989811,True,3.171841e+01,0.220212,0.222813,0.443025,1.137e-13
3170.000000,0.57079843,True,3.141590e+01,0.219228,0.221840,0.441069,1.421e-14
3175.000000,0.57169874,True,3.112135e+01,0.218257,0.220880,0.439138,1.465e-14
3180.000000,0.57259905,True,3.083449e+01,0.217298,0.219933,0.437231,1.146e-13
3185.000000,0.57349937,True,3.055503e+01,0.216351,0.218997,0.435348,1.465e-14
3190.000000,0.57439968,True,3.028270e+01,0.215415,0.218073,0.433488,1.421e-14
3195.000000,0.57529999,True,3.001726e+01,0.214491,0.217160,0.431650,1.421e-14
3200.000000,0.57620031,True,2.975845e+01,0.213577,0.216257,0.429834,1.465e-14
3205.000000,0.57710062,True,2.950605e+01,0.212673,0.215364,0.428037,1.465e-14
3210.000000,0.57800093,True,2.925984e+01,0.211779,0.214482,0.426260,0.000e+00
3215.000000,0.57890124,True,2.901962e+01,0.210895,0.213608,0.424503,1.465e-14
3220.000000,0.57980156,True,2.878517e+01,0.210019,0.212744,0.422764,2.864e-14
3225.000000,0.58070187,True,2.855631e+01,0.209153,0.211889,0.421042,1.146e-13
3230.000000,0.58160218,True,2.833285e+01,0.208295,0.211042,0.419338,2.291e-13
3235.000000,0.58250250,True,2.811463e+01,0.207446,0.210204,0.417650,0.000e+00
3240.000000,0.58340281,True,2.790147e+01,0.206605,0.209374,0.415979,1.137e-13
3245.000000,0.58430312,True,2.769322e+01,0.205771,0.208552,0.414323,1.421e-14
3250.000000,0.58520343,True,2.748972e+01,0.204946,0.207737,0.412683,1.421e-14
3255.000000,0.58610375,True,2.729082e+01,0.204127,0.206930,0.411057,0.000e+00
3260.000000,0.58700406,True,2.709638e+01,0.203316,0.206129,0.409445,2.864e-14
3265.000000,0.58790437,True,2.690628e+01,0.202512,0.205336,0.407848,2.842e-14
3270.000000,0.58880469,True,2.672037e+01,0.201714,0.204550,0.406264,3.553e-15
3275.000000,0.58970500,True,2.653854e+01,0.200923,0.203770,0.404693,1.421e-14
3280.000000,0.59060531,True,2.636066e+01,0.200139,0.202996,0.403135,3.553e-15
3285.000000,0.59150563,True,2.618663e+01,0.199361,0.202229,0.401590,3.553e-15
3290.000000,0.59240594,True,2.601633e+01,0.198588,0.201468,0.400056,1.421e-14
3295.000000,0.59330625,True,2.584965e+01,0.197822,0.200713,0.398535,2.864e-14
3300.000000,0.59420656,True,2.568650e+01,0.197062,0.199963,0.397025,1.465e-14
3305.000000,0.59510688,True,2.552678e+01,0.196307,0.199220,0.395527,3.553e-15
3310.000000,0.59600719,True,2.537038e+01,0.195558,0.198481,0.394039,3.553e-15
3315.000000,0.59690750,True,2.521723e+01,0.194814,0.197748,0.392562,1.421e-14
3320.000000,0.59780782,True,2.506724e+01,0.194075,0.197021,0.391096,1.421e-14
3325.000000,0.59870813,True,2.492031e+01,0.193342,0.196298,0.389640,1.421e-14
3330.000000,0.59960844,True,2.477638e+01,0.192613,0.195581,0.388194,0.000e+00
3335.000000,0.60050876,True,2.463535e+01,0.191890,0.194869,0.386758,2.278e-13
3340.000000,0.60140907,True,2.449716e+01,0.191171,0.194161,0.385332,1.421e-14
3345.000000,0.60230938,True,2.436174e+01,0.190457,0.193458,0.383915,1.421e-14
3350.000000,0.60320969,True,2.422900e+01,0.189748,0.192760,0.382507,2.842e-14
3355.000000,0.60411001,True,2.409890e+01,0.189043,0.192066,0.381109,0.000e+00
3360.000000,0.60501032,True,2.397135e+01,0.188343,0.191376,0.379719,2.864e-14
3365.000000,0.60591063,True,2.384631e+01,0.187647,0.190691,0.378338,1.421e-14
3370.000000,0.60681095,True,2.372370e+01,0.186955,0.190011,0.376965,0.000e+00
3375.000000,0.60771126,True,2.360346e+01,0.186267,0.189334,0.375601,3.553e-15
3380.000000,0.60861157,True,2.348555e+01,0.185584,0.188662,0.374245,2.842e-14
3385.000000,0.60951189,True,2.336991e+01,0.184904,0.187993,0.372898,1.421e-14
3390.000000,0.61041220,True,2.325648e+01,0.184229,0.187329,0.371558,1.172e-13
3395.000000,0.61131251,True,2.314521e+01,0.183557,0.186669,0.370226,1.172e-13
3400.000000,0.61221282,True,2.303605e+01,0.182889,0.186012,0.368901,2.842e-14
3405.000000,0.61311314,True,2.292896e+01,0.182225,0.185359,0.367585,3.553e-15
3410.000000,0.61401345,True,2.282388e+01,0.181565,0.184710,0.366275,1.421e-14
3415.000000,0.61491376,True,2.272078e+01,0.180908,0.184065,0.364973,2.842e-14
3420.000000,0.61581408,True,2.261960e+01,0.180255,0.183423,0.363678,1.421e-14
3425.000000,0.61671439,True,2.252031e+01,0.179606,0.182785,0.362390,1.421e-14
3430.000000,0.61761470,True,2.242287e+01,0.178960,0.182150,0.361109,1.421e-14
3435.000000,0.61851502,True,2.232723e+01,0.178317,0.181518,0.359835,1.421e-14
3440.000000,0.61941533,True,2.223336e+01,0.177678,0.180890,0.358568,2.842e-14
3445.000000,0.62031564,True,2.214122e+01,0.177042,0.180266,0.357308,3.553e-15
3450.000000,0.62121595,True,2.205078e+01,0.176409,0.179645,0.356054,0.000e+00
3455.000000,0.62211627,True,2.196199e+01,0.175780,0.179026,0.354806,1.465e-14
3460.000000,0.62301658,True,2.187483e+01,0.175153,0.178412,0.353565,1.421e-14
3465.000000,0.62391689,True,2.178925e+01,0.174530,0.177800,0.352330,1.421e-14
3470.000000,0.62481721,True,2.170524e+01,0.173910,0.177191,0.351101,1.421e-14
3475.000000,0.62571752,True,2.162276e+01,0.173293,0.176586,0.349879,1.421e-14
3480.000000,0.62661783,True,2.154177e+01,0.172679,0.175983,0.348663,0.000e+00
3485.000000,0.62751814,True,2.146226e+01,0.172068,0.175384,0.347452,3.553e-15
3490.000000,0.62841846,True,2.138418e+01,0.171460,0.174787,0.346248,1.421e-14
3495.000000,0.62931877,True,2.130752e+01,0.170855,0.174194,0.345049,2.842e-14
3500.000000,0.63021908,True,2.123225e+01,0.170253,0.173603,0.343856,0.000e+00
3505.000000,0.63111940,True,2.115833e+01,0.169653,0.173015,0.342669,1.421e-14
3510.000000,0.63201971,True,2.108575e+01,0.169057,0.172430,0.341487,2.842e-14
3515.000000,0.63292002,True,2.101448e+01,0.168463,0.171848,0.340311,5.684e-14
3520.000000,0.63382034,True,2.094449e+01,0.167872,0.171269,0.339141,1.421e-14
3525.000000,0.63472065,True,2.087577e+01,0.167284,0.170692,0.337976,0.000e+00
3530.000000,0.63562096,True,2.080829e+01,0.166698,0.170118,0.336816,5.684e-14
3535.000000,0.63652127,True,2.074202e+01,0.166115,0.169547,0.335662,1.421e-14
3540.000000,0.63742159,True,2.067696e+01,0.165534,0.168978,0.334513,1.421e-14
3545.000000,0.63832190,True,2.061306e+01,0.164957,0.168412,0.333369,2.842e-14
3550.000000,0.63922221,True,2.055033e+01,0.164381,0.167849,0.332230,1.421e-14
3555.000000,0.64012253,True,2.048873e+01,0.163809,0.167288,0.331097,2.842e-14
3560.000000,0.64102284,True,2.042824e+01,0.163239,0.166730,0.329968,2.842e-14
3565.000000,0.64192315,True,2.036886e+01,0.162671,0.166174,0.328845,1.421e-14
3570.000000,0.64282347,True,2.031055e+01,0.162106,0.165621,0.327726,1.421e-14
3575.000000,0.64372378,True,2.025331e+01,0.161543,0.165070,0.326613,1.421e-14
3580.000000,0.64462409,True,2.019711e+01,0.160983,0.164522,0.325504,2.842e-14
3585.000000,0.64552440,True,2.014194e+01,0.160425,0.163976,0.324400,0.000e+00
3590.000000,0.64642472,True,2.008778e+01,0.159869,0.163432,0.323301,1.465e-14
3595.000000,0.64732503,True,2.003461e+01,0.159316,0.162891,0.322207,1.421e-14
3600.000000,0.64822534,True,1.998243e+01,0.158765,0.162352,0.321117,1.421e-14
3605.000000,0.64912566,True,1.993121e+01,0.158216,0.161816,0.320033,2.864e-14
3610.000000,0.65002597,True,1.988095e+01,0.157670,0.161282,0.318952,4.263e-14
3615.000000,0.65092628,True,1.983161e+01,0.157126,0.160750,0.317877,1.421e-14
3620.000000,0.65182660,True,1.978321e+01,0.156585,0.160221,0.316805,4.263e-14
3625.000000,0.65272691,True,1.973571e+01,0.156045,0.159694,0.315739,1.421e-14
3630.000000,0.65362722,True,1.968910e+01,0.155508,0.159169,0.314677,0.000e+00
3635.000000,0.65452753,True,1.964338e+01,0.154973,0.158646,0.313619,0.000e+00
3640.000000,0.65542785,True,1.959853e+01,0.154440,0.158126,0.312566,2.842e-14
3645.000000,0.65632816,True,1.955453e+01,0.153909,0.157607,0.311517,0.000e+00
3650.000000,0.65722847,True,1.951138e+01,0.153381,0.157091,0.310472,0.000e+00
3655.000000,0.65812879,True,1.946907e+01,0.152854,0.156577,0.309432,0.000e+00
3660.000000,0.65902910,True,1.942757e+01,0.152330,0.156066,0.308396,0.000e+00
3665.000000,0.65992941,True,1.938689e+01,0.151808,0.155556,0.307364,1.421e-14
3670.000000,0.66082973,True,1.934701e+01,0.151288,0.155049,0.306337,1.432e-14
3675.000000,0.66173004,True,1.930793e+01,0.150770,0.154543,0.305313,1.421e-14
3680.000000,0.66263035,True,1.926962e+01,0.150254,0.154040,0.304294,0.000e+00
3685.000000,0.66353066,True,1.923208e+01,0.149740,0.153539,0.303279,1.432e-14
3690.000000,0.66443098,True,1.919530e+01,0.149228,0.153040,0.302268,8.528e-14
3695.000000,0.66533129,True,1.915927e+01,0.148719,0.152543,0.301261,2.842e-14
3700.000000,0.66623160,True,1.912398e+01,0.148211,0.152048,0.300258,1.421e-14
3705.000000,0.66713192,True,1.908943e+01,0.147705,0.151555,0.299260,4.263e-14
3710.000000,0.66803223,True,1.905560e+01,0.147201,0.151064,0.298265,0.000e+00
3715.000000,0.66893254,True,1.902249e+01,0.146699,0.150575,0.297274,4.263e-14
3720.000000,0.66983285,True,1.899008e+01,0.146200,0.150088,0.296287,4.263e-14
3725.000000,0.67073317,True,1.895837e+01,0.145702,0.149603,0.295304,1.776e-15
3730.000000,0.67163348,True,1.892735e+01,0.145206,0.149120,0.294325,1.421e-14
3735.000000,0.67253379,True,1.889702e+01,0.144712,0.148639,0.293350,1.432e-14
3740.000000,0.67343411,True,1.886736e+01,0.144219,0.148159,0.292379,0.000e+00
3745.000000,0.67433442,True,1.883837e+01,0.143729,0.147682,0.291411,1.421e-14
3750.000000,0.67523473,True,1.881004e+01,0.143241,0.147207,0.290448,2.848e-14
3755.000000,0.67613505,True,1.878236e+01,0.142754,0.146734,0.289488,5.684e-14
3760.000000,0.67703536,True,1.875533e+01,0.142270,0.146262,0.288532,1.421e-14
3765.000000,0.67793567,True,1.872894e+01,0.141787,0.145793,0.287580,0.000e+00
3770.000000,0.67883598,True,1.870319e+01,0.141306,0.145325,0.286631,4.267e-14
3775.000000,0.67973630,True,1.867806e+01,0.140827,0.144859,0.285686,2.842e-14
3780.000000,0.68063661,True,1.865355e+01,0.140350,0.144395,0.284745,2.842e-14
3785.000000,0.68153692,True,1.862966e+01,0.139874,0.143933,0.283807,1.432e-14
3790.000000,0.68243724,True,1.860638e+01,0.139401,0.143473,0.282874,2.848e-14
3795.000000,0.68333755,True,1.858371e+01,0.138929,0.143015,0.281943,2.842e-14
3800.000000,0.68423786,True,1.856163e+01,0.138459,0.142558,0.281017,2.842e-14
3805.000000,0.68513818,True,1.854014e+01,0.137990,0.142103,0.280094,2.842e-14
3810.000000,0.68603849,True,1.851925e+01,0.137524,0.141650,0.279174,4.263e-14
3815.000000,0.68693880,True,1.849893e+01,0.137059,0.141199,0.278259,7.105e-14
3820.000000,0.68783911,True,1.847920e+01,0.136596,0.140750,0.277346,2.842e-14
3825.000000,0.68873943,True,1.846004e+01,0.136135,0.140302,0.276438,7.105e-14
3830.000000,0.68963974,True,1.844144e+01,0.135676,0.139857,0.275533,2.842e-14
3835.000000,0.69054005,True,1.842341e+01,0.135218,0.139413,0.274631,1.776e-15
3840.000000,0.69144037,True,1.840594e+01,0.134762,0.138971,0.273733,4.267e-14
3845.000000,0.69234068,True,1.838903e+01,0.134308,0.138530,0.272838,2.842e-14
3850.000000,0.69324099,True,1.837266e+01,0.133855,0.138091,0.271947,1.432e-14
3855.000000,0.69414131,True,1.835685e+01,0.133404,0.137654,0.271059,8.527e-14
3860.000000,0.69504162,True,1.834157e+01,0.132955,0.137219,0.270175,2.848e-14
3865.000000,0.69594193,True,1.832684e+01,0.132508,0.136786,0.269294,1.421e-14
3870.000000,0.69684224,True,1.831264e+01,0.132062,0.136354,0.268416,2.842e-14
3875.000000,0.69774256,True,1.829897e+01,0.131618,0.135924,0.267542,2.848e-14
3880.000000,0.69864287,True,1.828583e+01,0.131176,0.135496,0.266671,1.776e-15
3885.000000,0.69954318,True,1.827322e+01,0.130735,0.135069,0.265804,1.421e-14
3890.000000,0.70044350,True,1.826113e+01,0.130296,0.134644,0.264940,0.000e+00
3895.000000,0.70134381,True,1.824955e+01,0.129858,0.134221,0.264079,2.842e-14
3900.000000,0.70224412,True,1.823849e+01,0.129423,0.133799,0.263222,0.000e+00
3905.000000,0.70314443,True,1.822795e+01,0.128989,0.133379,0.262368,2.842e-14
3910.000000,0.70404475,True,1.821791e+01,0.128556,0.132961,0.261517,2.842e-14
3915.000000,0.70494506,True,1.820838e+01,0.128125,0.132545,0.260670,2.842e-14
3920.000000,0.70584537,True,1.819936e+01,0.127696,0.132130,0.259826,1.421e-14
3925.000000,0.70674569,True,1.819084e+01,0.127268,0.131716,0.258985,2.842e-14
3930.000000,0.70764600,True,1.818282e+01,0.126842,0.131305,0.258147,8.527e-14
3935.000000,0.70854631,True,1.817529e+01,0.126418,0.130895,0.257313,2.842e-14
3940.000000,0.70944663,True,1.816826e+01,0.125995,0.130487,0.256482,4.263e-14
3945.000000,0.71034694,True,1.816172e+01,0.125574,0.130080,0.255654,2.842e-14
3950.000000,0.71124725,True,1.815567e+01,0.125154,0.129675,0.254830,1.421e-14
3955.000000,0.71214756,True,1.815011e+01,0.124736,0.129272,0.254008,2.842e-14
3960.000000,0.71304788,True,1.814504e+01,0.124320,0.128870,0.253190,5.684e-14
3965.000000,0.71394819,True,1.814045e+01,0.123905,0.128470,0.252375,5.684e-14
3970.000000,0.71484850,True,1.813634e+01,0.123492,0.128071,0.251564,2.844e-14
3975.000000,0.71574882,True,1.813272e+01,0.123080,0.127675,0.250755,4.263e-14
3980.000000,0.71664913,True,1.812957e+01,0.122670,0.127279,0.249950,1.421e-14
3985.000000,0.71754944,True,1.812691e+01,0.122262,0.126886,0.249148,8.882e-16
3990.000000,0.71844976,True,1.812472e+01,0.121855,0.126494,0.248349,9.948e-14
3995.000000,0.71935007,True,1.812300e+01,0.121450,0.126103,0.247553,8.527e-14
4000.000000,0.72025038,True,1.812176e+01,0.121046,0.125714,0.246760,4.263e-14
4005.000000,0.72115069,True,1.812100e+01,0.120644,0.125327,0.245971,1.421e-14
4010.000000,0.72205101,True,1.812070e+01,0.120243,0.124941,0.245184,1.424e-14
4015.000000,0.72295132,True,1.812088e+01,0.119844,0.124557,0.244401,1.421e-14
4020.000000,0.72385163,True,1.812152e+01,0.119446,0.124175,0.243621,4.263e-14
4025.000000,0.72475195,True,1.812264e+01,0.119050,0.123794,0.242844,0.000e+00
4030.000000,0.72565226,True,1.812422e+01,0.118656,0.123414,0.242070,5.685e-14
4035.000000,0.72655257,True,1.812627e+01,0.118263,0.123037,0.241299,1.421e-14
4040.000000,0.72745289,True,1.812879e+01,0.117871,0.122660,0.240532,1.421e-14
4045.000000,0.72835320,True,1.813178e+01,0.117481,0.122286,0.239767,9.948e-14
4050.000000,0.72925351,True,1.813523e+01,0.117093,0.121913,0.239006,2.842e-14
4055.000000,0.73015382,True,1.813914e+01,0.116706,0.121541,0.238247,1.137e-13
4060.000000,0.73105414,True,1.814353e+01,0.116321,0.121171,0.237492,4.263e-14
4065.000000,0.73195445,True,1.814837e+01,0.115937,0.120803,0.236740,7.106e-14
4070.000000,0.73285476,True,1.815369e+01,0.115555,0.120436,0.235991,2.842e-14
4075.000000,0.73375508,True,1.815946e+01,0.115174,0.120071,0.235245,2.842e-14
4080.000000,0.73465539,True,1.816571e+01,0.114795,0.119707,0.234502,2.842e-14
4085.000000,0.73555570,True,1.817242e+01,0.114417,0.119345,0.233762,4.441e-16
4090.000000,0.73645602,True,1.817959e+01,0.114041,0.118985,0.233025,0.000e+00
4095.000000,0.73735633,True,1.818723e+01,0.113666,0.118626,0.232292,2.842e-14
4100.000000,0.73825664,True,1.819533e+01,0.113293,0.118268,0.231561,0.000e+00
